学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002393,女,22,2.125217333051637,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002992,女,23,2.1435091930832724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002643,女,20,2.1732127354568056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002856,女,20,2.196418056434644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002274,男,22,2.211626684564044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002225,男,20,2.230894915749161,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002827,女,21,2.295224531641325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002977,女,21,2.3008344767975273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002318,男,20,2.334777208159981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002803,男,22,2.427850314945715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002595,女,23,2.4595812332803866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002811,女,23,2.4727950893523998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002859,女,22,2.4803444324809463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002730,女,21,2.522867317871161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002181,男,22,2.523574283658626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002652,女,21,2.5240523551026217,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002406,男,22,2.54160721070764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002112,女,23,2.5818208926634822,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002983,女,20,2.591133806520939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002972,男,21,2.5948700822264024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002375,女,20,2.59772056298074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002650,女,20,2.6201104620816187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002213,女,20,2.654542692214732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002804,男,21,2.6611645497573013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002761,女,23,2.741760472775422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002794,男,22,2.742239664754376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002845,女,23,2.7678078280832894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002556,男,23,2.770565601048421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002383,女,22,2.789748604520769,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002754,女,20,2.793327175466393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002490,女,22,2.912783426119432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002283,男,22,2.9536555304571763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002132,男,20,2.9832516713773094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002495,男,23,3.012396273365536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002498,女,22,3.034259946854758,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002360,男,20,3.0477934589103244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002344,女,23,3.054353998083077,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002893,男,20,3.098753111285802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002277,女,23,3.098931906943892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002184,女,20,3.1024071630894032,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002563,女,22,3.119203942142972,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002412,男,22,3.141281704940966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002570,女,20,3.146957746665717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002698,女,21,3.221057865736449,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002879,男,22,3.277863400714418,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002613,男,21,3.304828177167789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002528,女,22,3.3333199638215762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002714,男,22,3.386286220190064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002308,男,20,3.3867125684320016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002262,女,23,3.4086804515295013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002630,女,20,3.414529432520715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002100,男,20,3.4482219482002536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002378,女,21,3.4494823189317483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002331,女,20,3.4678115410577743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002764,女,23,3.487339320513259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002140,女,22,3.517152140519877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002390,女,23,3.543637670455642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002905,女,23,3.5527289303982514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002265,男,21,3.5709719496019603,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002130,男,20,3.603165370133011,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002156,女,20,3.6174245634049926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002482,女,21,3.7306533103323245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002500,男,22,3.7593549580993773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002876,女,22,3.8073384377304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002798,男,21,3.9762160250969947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
