学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002454,女,23,3.543704818288444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002379,男,23,3.5735153568775133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002649,男,20,3.614283637457164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002615,男,22,3.660909374610719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002734,女,22,3.6863821196401156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002632,女,20,3.6964418041917364,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002522,女,22,3.7248644277504765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002421,男,20,3.793299784221425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002303,男,23,3.9369659914426527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002292,女,22,3.9589884209082156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
