学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002452,女,20,2.102501812621958,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002653,男,21,2.1057577041779325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002940,女,21,2.106876268525036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002320,女,23,2.1070006685111227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002988,男,21,2.1580262910843895,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002294,男,22,2.163277711132918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002681,男,21,2.1651741069795345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002579,女,22,2.1655391601070457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002543,女,22,2.1700188631999597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002593,男,21,2.1865233718290336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002357,女,22,2.18685600611003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002472,女,21,2.1871362112114916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002292,男,23,2.2149461434946596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002407,女,21,2.28581442831855,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002450,女,21,2.2937074826496593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002286,男,22,2.2939302078745345,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
032002502,男,22,2.3409703750523922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002574,女,21,2.349339345886732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002128,女,22,2.35698129134248,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002482,男,20,2.360484663301115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002491,男,20,2.3768035987705876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002971,女,22,2.4040641818239568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002592,女,20,2.4297207809532404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002537,女,22,2.496710683971137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002598,女,23,2.516277588448596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002993,男,23,2.578031937316346,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002236,男,23,2.586293763784944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002191,女,20,2.6702585144319704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002483,男,21,2.6939548003273917,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002542,男,22,2.702207900730012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002398,女,20,2.7287243404228856,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
032002268,男,23,2.7822668776245676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002599,男,23,2.7874662084472166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002851,男,22,2.8112523532579003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002834,男,23,2.813275861931755,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002457,女,21,2.8541995706454575,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002380,女,21,2.867523869580762,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002122,女,21,2.874197531356564,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002519,男,22,2.906324436280879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002362,男,20,2.934507709925362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002287,男,21,2.942930766879313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002512,女,21,2.945768134227054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002240,女,23,2.9703578334258895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002219,男,23,3.059965531949953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002246,男,23,3.0965315111255003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002513,女,20,3.1960874432000064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002847,女,22,3.199482410369234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002853,女,23,3.206976446415262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002329,女,23,3.2210430584652077,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002742,男,22,3.226198941780962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002684,女,23,3.228198874473191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002526,男,20,3.2349616210799166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002888,男,20,3.2417292000424904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002625,男,22,3.269391564403924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002522,女,21,3.2878119033511206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002278,女,23,3.3030926803546823,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
032002305,男,22,3.3309161195156345,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002717,女,22,3.356640192178892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002211,女,21,3.373925059068928,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002965,女,22,3.389170201703994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002852,女,23,3.3909603799858514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002770,女,23,3.4078812094633255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002661,男,23,3.480943272000123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002509,男,21,3.484479564447139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002898,男,23,3.5588527675847668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002118,女,21,3.5616996172588964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002385,男,20,3.571508529005191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002869,女,23,3.6052338020279837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002535,男,20,3.6662239883920904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002697,女,23,3.876575411180409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002354,男,20,3.8768873642310706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
