学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002112,男,23,2.4775755126739822,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002427,女,21,2.496090729285545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002751,男,20,2.4988819823200488,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002715,男,21,2.504702751433123,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002647,男,20,2.5095787916363372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002722,女,20,2.515950279341589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002518,女,20,2.529668002141605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002839,男,23,2.534831608755254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002748,男,22,2.545066715162921,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002108,女,20,2.5737096803227475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002317,女,22,2.667078907375975,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
032002524,男,20,2.7526417279691544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002656,男,20,2.756674816804831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002803,男,20,2.7577966804616763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002816,男,22,2.7676315280973256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002578,男,22,2.769513773958086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002350,女,21,2.7746920802465196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002772,女,21,2.7757398570442873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002276,女,20,2.7859513093823867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002962,男,22,2.820137073255389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002228,女,20,2.8202490360630756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002921,女,20,2.837235320026543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002774,男,21,2.8874010281234987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002529,女,23,2.8897590162775466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002948,男,23,2.8910827457474273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002956,男,22,2.891362640626557,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002520,女,23,2.9262469569063256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002638,男,21,2.943162619771468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002899,男,20,2.9598792583849596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002302,男,23,2.9798376290048596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002249,男,20,2.994674096885485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002116,女,21,2.9996486549527566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002904,女,21,3.0414251084560355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002442,女,23,3.0487508580500844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002259,男,20,3.0517694415098884,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002762,男,22,3.1297352696380805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002725,女,20,3.133960534222582,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
032002684,女,21,3.147215100093339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002971,男,22,3.157224065825131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002303,女,23,3.1871288384545506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002251,女,23,3.1954172173879263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002352,男,20,3.19922263938487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002155,女,20,3.2234389292688888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002509,男,23,3.2377034396443336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002668,男,21,3.2647065104255284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002472,男,21,3.2654622234759723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002425,男,23,3.2981677087331183,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002343,男,20,3.335493980344439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002355,女,20,3.3879496551439914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002738,男,23,3.428923567929987,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002877,男,23,3.4564727034248257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002111,女,21,3.459547204686344,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
032002789,男,20,3.4704202667038304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002412,女,22,3.51270081938247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002692,男,23,3.51686982978231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002679,男,21,3.5341556089733306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002612,女,22,3.5429325892261296,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
032002605,男,23,3.5838377161900947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002230,女,21,3.6325989287683798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002783,男,21,3.7381133199265335,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002614,男,23,3.8568914404617516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002475,男,21,3.927966245802197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
