学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002702,女,20,3.1064662721772214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002443,女,21,3.1520584857546936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002832,女,22,3.2020197090107305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002887,女,23,3.218611940923169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002865,男,22,3.228162239373819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002192,男,20,3.291729420376007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002217,男,23,3.298161456896077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002413,女,22,3.326186953742529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002820,女,20,3.344684675896347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002573,男,23,3.362361493448778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
032002767,女,21,3.3645525684661877,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002897,女,22,3.3650236431493106,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002218,女,21,3.3954538856006673,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
032002665,女,22,3.450690885891202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002939,女,21,3.4680462991443948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002703,男,20,3.485173400741376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002245,男,21,3.4853315765851827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002188,男,23,3.5478865570255893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002334,男,21,3.5970836897311322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002594,男,20,3.6212959491441676,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002362,男,22,3.6357353356269932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002538,女,21,3.7475824490346574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
032002190,女,20,3.7516750387641364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002813,男,20,3.9663123754158685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
