学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002934,男,23,2.300410044856825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002484,男,23,2.303239532589425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002299,女,21,2.3462773362844422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
032002230,女,20,2.459106703048403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002361,男,20,2.468617217418206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002836,男,23,2.5140310784741784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002962,男,20,2.52300963367609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002323,女,23,2.524712275233558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002816,女,22,2.528752562350074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002759,男,22,2.5417736740163717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002639,男,22,2.550416118850134,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
032002944,女,20,2.5632721029052083,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002442,女,21,2.571525802812096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002136,男,22,2.582586561928775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002880,男,23,2.6015182148399485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002832,女,23,2.611142757062317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002218,男,21,2.6369991671274917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002259,男,22,2.642303002617851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002860,男,23,2.6468802660224764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002626,男,23,2.696854409971254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002885,男,21,2.7036871191118355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002904,男,21,2.7113136785884815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002957,男,20,2.7995352247551293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002814,女,22,2.8066010941760537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002498,男,20,2.8215211273832312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002629,男,21,2.828209697894809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002723,男,21,2.844751652845392,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002383,男,23,2.884940333296566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002551,男,23,2.8987107291568073,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002502,男,22,2.9010858872934513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002872,女,20,2.902767894882618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002623,男,22,2.913156139106924,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002325,女,20,2.920480956802365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002306,女,20,2.929443242188329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002959,男,22,2.9554040515782765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002847,男,21,2.990111365258836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
032002828,女,23,3.0013090707175873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
032002785,女,20,3.0014719400039063,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002491,女,22,3.0453821785175235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002618,女,23,3.055972752941585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002521,女,20,3.086939882079281,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002852,女,23,3.088970777208145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002244,女,23,3.124338674631222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
032002246,男,22,3.156308728414346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002924,男,22,3.1842517175813807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002339,女,21,3.2348061622940296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002514,男,22,3.2446475557815027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002405,男,23,3.2738989085704766,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
032002933,男,21,3.3026947109394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002692,男,20,3.376020721070391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002403,女,22,3.4060513872963414,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
032002665,女,20,3.436190588246615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002381,女,21,3.447517387222012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002429,男,20,3.5018434773929723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002199,男,23,3.51215033577339,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002986,女,22,3.524403883303159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002834,女,21,3.5567509746973123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002357,男,20,3.5591609543624725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002532,女,23,3.582849850899503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002733,女,22,3.6388418434861083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002470,男,20,3.6571103744086195,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002731,女,21,3.674889568105607,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002477,男,23,3.7502020767297584,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002710,女,21,3.8376863594430555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002332,男,21,3.8739259199306098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002877,男,22,3.923876189082887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
